canon_key,phrase_norm,freq,row_id
deep,deep,100,160
efficient,efficient,100,161
distinctive,distinctive,99,162
total,total,98,163
green,green,97,164
semi,semi,97,165
integrated,integrated,96,166
wireless,wireless,96,167
composite,composite,95,168
little,little,95,169
operational,operational,95,170
recent,recent,95,171
eastern,eastern,94,172
fail,fail,94,173
well,well,94,174
serial,serial,93,175
interior,interior,92,176
nuclear,nuclear,91,177
passive,passive,91,178
square,square,90,179
adjustable,adjustable,89,180
dry,dry,89,181
plastic,plastic,88,182
right,right,88,183
adjacent,adjacent,87,184
distinct,distinct,86,185
hybrid,hybrid,86,186
necessary,necessary,86,187
specialized,specialized,86,188
synthetic,synthetic,86,189
urban,urban,86,190
continuous,continuous,85,191
left,left,84,192
armoured,armoured,83,193
half,half,83,194
south,south,83,195
effective,effective,82,196
human,human,82,197
initial,initial,82,198
inner,inner,82,199
flexible,flexible,80,200
safe,safe,80,201
coaxial,coaxial,79,202
lightweight,lightweight,79,203
permanent,permanent,79,204
rectangular,rectangular,79,205
female,female,78,206
future,future,78,207
online,online,78,208
prominent,prominent,77,209
solar,solar,77,210
mid,mid,76,211
professional,professional,76,212
quick,quick,76,213
cross,cross,75,214
decorative,decorative,75,215
ceramic,ceramic,74,216
characteristic,characteristic,74,217
additional features,additional features,72,218
compact,compact,72,219
identical,identical,72,220
resistant,resistant,72,221
bottom,bottom,71,222
cast,cast,71,223
dynamic,dynamic,71,224
not be,not be,71,225
not equipped,not equipped,71,226
hydraulic,hydraulic,70,227
not have,not have,70,228
architectural,architectural,69,229
burn,burn,69,230
elevated,elevated,69,231
domestic,domestic,68,232
final,final,68,233
modular,modular,68,234
native,native,68,235
positive,positive,68,236
dark,dark,67,237
due,due,66,238
likely,likely,66,239
linear,linear,65,240
intermediate,intermediate,64,241
overall,overall,64,242
cheap,cheap,63,243
difficult,difficult,63,244
further,further,63,245
latter,latter,63,246
mixed,mixed,63,247
chinese,chinese,62,248
conductive,conductive,62,249
constant,constant,62,250
expensive,expensive,61,251
high voltage,high voltage,61,252
interactive,interactive,61,253
sensitive,sensitive,61,254
static,static,61,255
cylindrical,cylindrical,60,256
infrared,infrared,60,257
slow,slow,60,258
volcanic,volcanic,60,259
broad,broad,59,260
coastal,coastal,59,261
damage,damage,59,262
french,french,59,263
different types,different types,58,264
directional,directional,58,265
floppy,floppy,58,266
nearby,nearby,58,267
regional imbalances,regional imbalances,58,268
sized,sized,58,269
yellow,yellow,58,270
young,young,58,271
equal,equal,57,272
historic,historic,57,273
negative,negative,57,274
residential,residential,56,275
daily,daily,55,276
equivalent,equivalent,55,277
extreme,extreme,55,278
fourth,fourth,55,279
minor,minor,55,280
programmable,programmable,55,281
removable,removable,55,282
rich,rich,55,283
round,round,55,284
visible,visible,55,285
catalytic,catalytic,54,286
potential,potential,54,287
smooth,smooth,54,288
straight,straight,54,289
true,true,54,290
twisted,twisted,54,291
classic,classic,53,292
cultural,cultural,53,293
historical,historical,53,294
many features,many features,53,295
minimum,minimum,53,296
not feature,not feature,53,297
problem,problems,53,298
terminal,terminal,53,299
actual,actual,52,300
artificial,artificial,52,301
proprietary,proprietary,52,302
several features,several features,52,303
steep,steep,52,304
ancient,ancient,51,305
detachable,detachable,51,306
electromagnetic,electromagnetic,51,307
rough,rough,51,308
whole,whole,51,309
brown,brown,50,310
cold,cold,50,311
heat,heat,50,312
marine,marine,50,313
minimal,minimal,50,314
robust,robust,50,315
russian,russian,50,316
successful,successful,50,317
universal,universal,50,318
north,north,49,319
stable,stable,49,320
visual,visual,49,321
enhanced,enhanced,48,322
forward,forward,48,323
hollow,hollow,48,324
innovative,innovative,48,325
interchangeable,interchangeable,48,326
medium,medium,48,327
rigid,rigid,48,328
tight,tight,48,329
heated,heated,47,330
mass,mass,47,331
official,official,47,332
rural,rural,47,333
acoustic,acoustic,46,334
bipolar,bipolar,46,335
clear,clear,46,336
male,male,46,337
outdoor,outdoor,46,338
protective,protective,46,339
aerial,aerial,45,340
educational,educational,45,341
other types,other types,45,342
annual,annual,44,343
average,average,44,344
ballistic,ballistic,44,345
english,english,44,346
exterior,exterior,44,347
ideal,ideal,44,348
middle,middle,44,349
ordinary,ordinary,44,350
smart,smart,44,351
spanish,spanish,44,352
suburban,suburban,44,353
alloy,alloy,43,354
cast iron,cast iron,43,355
essential,essential,43,356
light rail,light rail,43,357
medical,medical,43,358
scientific,scientific,43,359
standard features,standard features,43,360
tactical,tactical,43,361
considerable,considerable,42,362
extended,extended,42,363
least,least,42,364
noise,noise,42,365
not to,not to,42,366
poor,poor,42,367
rare,rare,42,368
relative,relative,42,369
temporary,temporary,42,370
cellular,cellular,41,371
curved,curved,41,372
frequent,frequent,41,373
lethal,lethal,41,374
liquid,liquid,41,375
canadian,canadian,40,376
detailed,detailed,40,377
discrete,discrete,40,378
experimental,experimental,40,379
ready,ready,40,380
auxiliary,auxiliary,39,381
east,east,39,382
economic,economic,39,383
explosive,explosive,39,384
integral,integral,39,385
not only,not only,39,386
opposite,opposite,39,387
tank,tank,39,388
equipped,equipped,38,389
exclusive,exclusive,38,390
inter,inter,38,391
naval,naval,38,392
other materials,other materials,38,393
principal,principal,38,394
recreational,recreational,38,395
shut,shut,38,396
virtual,virtual,38,397
20th,20th,37,398
atmospheric,atmospheric,37,399
back,back,37,400
excellent,excellent,37,401
joint,joint,37,402
mini,mini,37,403
peripheral,peripheral,37,404
pulse,pulse,37,405
sharp,sharp,37,406
advanced features,advanced features,36,407
alternative,alternative,36,408
classical,classical,36,409
colored,colored,36,410
contemporary,contemporary,36,411
famous,famous,36,412
first time,first time,36,413
fluid,fluid,36,414
independent boarding ramps,independent boarding ramps,36,415
metallic,metallic,36,416
wheelchair accessible myki barriers,wheelchair accessible myki barriers,36,417
amphibious,amphibious,35,418
automotive,automotive,35,419
closed,closed,35,420
functional,functional,35,421
incoming,incoming,35,422
intercity,intercity,35,423
lateral,lateral,35,424
longitudinal,longitudinal,35,425
musical,musical,35,426
playable,playable,35,427
pure,pure,35,428
stationary,stationary,35,429
subsequent,subsequent,35,430
such features,such features,35,431
west,west,35,432
wet,wet,35,433
administrative,administrative,34,434
agricultural,agricultural,34,435
appropriate,appropriate,34,436
competitive,competitive,34,437
corporate,corporate,34,438
environmental,environmental,34,439
express,express,34,440
hazardous,hazardous,34,441
indian,indian,34,442
inexpensive,inexpensive,34,443
platform,platform,34,444
transparent,transparent,34,445
widespread,widespread,34,446
aircraft,aircraft,33,447
critical,critical,33,448
diverse,diverse,33,449
practical,practical,33,450
rounded,rounded,33,451
social,social,33,452
usable,usable,33,453
armored,armored,32,454
bandwidth,bandwidth,32,455
gray,gray,32,456
lead,lead,32,457
near,near,32,458
orbital,orbital,32,459
radial,radial,32,460
shallow,shallow,32,461
sustainable,sustainable,32,462
tubular,tubular,32,463
comparable,comparable,31,464
double doors,double doors,31,465
fifth,fifth,31,466
global,global,31,467
grey,grey,31,468
italian,italian,31,469
massive,massive,31,470
other railways,other railways,31,471
redundant,redundant,31,472
severe,severe,31,473
successive,successive,31,474
usual,usual,31,475
19th,19th,30,476
asynchronous,asynchronous,30,477
busy,busy,30,478
differential,differential,30,479
huge,huge,30,480
incompatible,incompatible,30,481
not available,not available,30,482
organic,organic,30,483
random,random,30,484
raw,raw,30,485
soviet,soviet,30,486
sufficient,sufficient,30,487
australian,australian,29,488
concentric,concentric,29,489
defensive,defensive,29,490
dimensional,dimensional,29,491
federal,federal,29,492
glacial,glacial,29,493
harsh,harsh,29,494
intake,intake,29,495
not been,not been,29,496
proper,proper,29,497
underwater,underwater,29,498
2nd,2nd,28,499
accurate,accurate,28,500
aerodynamic,aerodynamic,28,501
armed,armed,28,502
bright,bright,28,503
combined,combined,28,504
dependent,dependent,28,505
ferromagnetic,ferromagnetic,28,506
neutral,neutral,28,507
off,off,28,508
picatinny,picatinny,28,509
porous,porous,28,510
pro,pro,28,511
relevant,relevant,28,512
responsible,responsible,28,513
spare,spare,28,514
stiff,stiff,28,515
substantial,substantial,28,516
civilian,civilian,27,517
dead,dead,27,518
geographic,geographic,27,519
greek,greek,27,520
iconic,iconic,27,521
logical,logical,27,522
maritime,maritime,27,523
northbound,northbound,27,524
optimal,optimal,27,525
partial,partial,27,526
paved,paved,27,527
scenic,scenic,27,528
sophisticated,sophisticated,27,529
third rail,third rail,27,530
ambient,ambient,26,531
autonomous,autonomous,26,532
chemical,chemical,26,533
civil,civil,26,534
cool,cool,26,535
corrugated,corrugated,26,536
defining,defining,26,537
dense,dense,26,538
excessive,excessive,26,539
fresh,fresh,26,540
indoor,indoor,26,541
miniature,miniature,26,542
not work,not work,26,543
regenerative,regenerative,26,544
retail,retail,26,545
rolling,rolling,26,546
simultaneous,simultaneous,26,547
spherical,spherical,26,548
terrestrial,terrestrial,26,549
truss,truss,26,550
various types,various types,26,551
airborne,airborne,25,552
backup,backup,25,553
correct,correct,25,554
diode,diode,25,555
disabled,disabled,25,556
disposable,disposable,25,557
foreign,foreign,25,558
frequency,frequency,25,559
interchange,interchange,25,560
issue,issues,25,561
pneumatic,pneumatic,25,562
religious,religious,25,563
rugged,rugged,25,564
similar features,similar features,25,565
southbound,southbound,25,566
special features,special features,25,567
vast,vast,25,568
bulk,bulk,24,569
dutch,dutch,24,570
friendly,friendly,24,571
medieval,medieval,24,572
metropolitan,metropolitan,24,573
retractable,retractable,24,574
sedimentary,sedimentary,24,575
select,select,24,576
sturdy,sturdy,24,577
subject,subject,24,578
bare,bare,23,579
biological,biological,23,580
comprehensive,comprehensive,23,581
following,following,23,582
fundamental,fundamental,23,583
graphical,graphical,23,584
helical,helical,23,585
illegal,illegal,23,586
post,post,23,587
shaped,shaped,23,588
statistical,statistical,23,589
triple,triple,23,590
valid,valid,23,591
18th,18th,22,592
dominant,dominant,22,593
financial,financial,22,594
inverter,inverter,22,595
legal,legal,22,596
melt,melt,22,597
navigational,navigational,22,598
not used,not used,22,599
other systems,other systems,22,600
roman,roman,22,601
standard equipment,standard equipment,22,602
sub,sub,22,603
submarine,submarine,22,604
superior,superior,22,605
synchronous,synchronous,22,606
transatlantic,transatlantic,22,607
uniform,uniform,22,608
vehicular,vehicular,22,609
alternate,alternate,21,610
axial,axial,21,611
binary,binary,21,612
customizable,customizable,21,613
distant,distant,21,614
electrostatic,electrostatic,21,615
ergonomic,ergonomic,21,616
generic,generic,21,617
gradient,gradient,21,618
impossible,impossible,21,619
low voltage,low voltage,21,620
mobile phones,mobile phones,21,621
other components,other components,21,622
personal computers,personal computers,21,623
powered,powered,21,624
realistic,realistic,21,625
rectifi,rectifi,21,626
reverse,reverse,21,627
sandy,sandy,21,628
turkish,turkish,21,629
ultra,ultra,21,630
unlimited,unlimited,21,631
asian,asian,20,632
backward,backward,20,633
balanced,balanced,20,634
catenary,catenary,20,635
convenient,convenient,20,636
corresponding,corresponding,20,637
elaborate,elaborate,20,638
elastic,elastic,20,639
geological,geological,20,640
high power,high power,20,641
laminated,laminated,20,642
moderate,moderate,20,643
molecular,molecular,20,644
normal operation,normal operation,20,645
not a,not a,20,646
not in,not in,20,647
ornate,ornate,20,648
rebuilt,rebuilt,20,649
resistive,resistive,20,650
rotary,rotary,20,651
secure,secure,20,652
smoke,smoke,20,653
split,split,20,654
striking,striking,20,655
supersonic,supersonic,20,656
tolerant,tolerant,20,657
victorian,victorian,20,658
warm,warm,20,659
blind,blind,19,660
borosilicate,borosilicate,19,661
catalytic converters,catalytic converters,19,662
centrifugal,centrifugal,19,663
clean,clean,19,664
comic,comic,19,665
compliant,compliant,19,666
excess,excess,19,667
finnish,finnish,19,668
high temperature,high temperature,19,669
many cases,many cases,19,670
mild,mild,19,671
other parts,other parts,19,672
parabolic,parabolic,19,673
pink,pink,19,674
plain,plain,19,675
popular culture,popular culture,19,676
primitive,primitive,19,677
prone,prone,19,678
several years,several years,19,679
sonic,sonic,19,680
standby,standby,19,681
various times,various times,19,682
wrought,wrought,19,683
21st,21st,18,684
accidental,accidental,18,685
affordable,affordable,18,686
amateur,amateur,18,687
arched,arched,18,688
artistic,artistic,18,689
attractive,attractive,18,690
common features,common features,18,691
core,core,18,692
dangerous,dangerous,18,693
electric motors,electric motors,18,694
electrical power,electrical power,18,695
ended,ended,18,696
exact,exact,18,697
failure,failure,18,698
formal,formal,18,699
heavy rail,heavy rail,18,700
high-speed rail,high-speed rail,18,701
inside,inside,18,702
instrument,instrument,18,703
intensive,intensive,18,704
interesting,interesting,18,705
littoral,littoral,18,706
low power,low power,18,707
not require,not require,18,708
other methods,other methods,18,709
reflective,reflective,18,710
seamless,seamless,18,711
solar panels,solar panels,18,712
sole,sole,18,713
specialised,specialised,18,714
streamlined,streamlined,18,715
strict,strict,18,716
thumb right the,thumb right the,18,717
unable,unable,18,718
waterproof,waterproof,18,719
100px,100px,17,720
3rd,3rd,17,721
coaxial cable,coaxial cable,17,722
complementary,complementary,17,723
conical,conical,17,724
cosmetic,cosmetic,17,725
electrified,electrified,17,726
geographical,geographical,17,727
geometric,geometric,17,728
high speed,high speed,17,729
inert,inert,17,730
irish,irish,17,731
lunar,lunar,17,732
martian,martian,17,733
micro,micro,17,734
nan,nan,17,735
not all,not all,17,736
not made,not made,17,737
obsolete,obsolete,17,738
ornamental,ornamental,17,739
polish,polish,17,740
political,political,17,741
precious,precious,17,742
reduced,reduced,17,743
related,related,17,744
resonant,resonant,17,745
rocky,rocky,17,746
strategic,strategic,17,747
valuable,valuable,17,748
variant,variant,17,749
anatomical,anatomical,16,750
archaeological,archaeological,16,751
automatic transmissions,automatic transmissions,16,752
bulky,bulky,16,753
burst,burst,16,754
city,city,16,755
colorful,colorful,16,756
concrete slabs,concrete slabs,16,757
connected,connected,16,758
consistent,consistent,16,759
definite,definite,16,760
delicate,delicate,16,761
favorite,favorite,16,762
front disc brakes,front disc brakes,16,763
fully accessible feature ramps,fully accessible feature ramps,16,764
interrupt,interrupt,16,765
level,level,16,766
median,median,16,767
mexican,mexican,16,768
not as,not as,16,769
not support,not support,16,770
notable features,notable features,16,771
orange,orange,16,772
other models,other models,16,773
outside,outside,16,774
past,past,16,775
paved roads,paved roads,16,776
perpendicular,perpendicular,16,777
polar,polar,16,778
precise,precise,16,779
proportional,proportional,16,780
recent years,recent years,16,781
reminiscent,reminiscent,16,782
scottish,scottish,16,783
sided,sided,16,784
simplified,simplified,16,785
stressed,stressed,16,786
suited,suited,16,787
symmetrical,symmetrical,16,788
unauthorized,unauthorized,16,789
vital,vital,16,790
vulnerable,vulnerable,16,791
brief,brief,15,792
center,center,15,793
complicated,complicated,15,794
desirable,desirable,15,795
different features,different features,15,796
editorial,editorial,15,797
ethnic,ethnic,15,798
false,false,15,799
graphic,graphic,15,800
handheld,handheld,15,801
hexagonal,hexagonal,15,802
humorous,humorous,15,803
impressive,impressive,15,804
intelligent,intelligent,15,805
large amounts,large amounts,15,806
long time,long time,15,807
loose,loose,15,808
mandatory,mandatory,15,809
municipal,municipal,15,810
nominal,nominal,15,811
nonlinear,nonlinear,15,812
ongoing,ongoing,15,813
other stations,other stations,15,814
other uses,other uses,15,815
perfect,perfect,15,816
periodic,periodic,15,817
premium,premium,15,818
progressive,progressive,15,819
rechargeable,rechargeable,15,820
recycled,recycled,15,821
respective,respective,15,822
reusable,reusable,15,823
silver,silver,15,824
stringent,stringent,15,825
swedish,swedish,15,826
targeted,targeted,15,827
technological,technological,15,828
theoretical,theoretical,15,829
unidirectional,unidirectional,15,830
unpowered,unpowered,15,831
various features,various features,15,832
various sizes,various sizes,15,833
wrong,wrong,15,834
10th,10th,14,835
addressable,addressable,14,836
applicable,applicable,14,837
capacitive,capacitive,14,838
coarse,coarse,14,839
collapsible,collapsible,14,840
component,component,14,841
conservative,conservative,14,842
controversial,controversial,14,843
costly,costly,14,844
creative,creative,14,845
cryptographic,cryptographic,14,846
deciduous,deciduous,14,847
dielectric,dielectric,14,848
eastbound,eastbound,14,849
fixed,fixed,14,850
focal,focal,14,851
gable,gable,14,852
gentle,gentle,14,853
high performance,high performance,14,854
improved graphics,improved graphics,14,855
inflatable,inflatable,14,856
layered,layered,14,857
light rail vehicles,light rail vehicles,14,858
logarithmic,logarithmic,14,859
low temperature,low temperature,14,860
major cities,major cities,14,861
mine,mine,14,862
monthly,monthly,14,863
more features,more features,14,864
mountainous,mountainous,14,865
not allow,not allow,14,866
not always,not always,14,867
not originally,not originally,14,868
offensive,offensive,14,869
one unusual feature,one unusual feature,14,870
other countries,other countries,14,871
paned,paned,14,872
prefabricated,prefabricated,14,873
regenerative braking,regenerative braking,14,874
revised,revised,14,875
serious,serious,14,876
slip,slip,14,877
specialist,specialist,14,878
standard gauge,standard gauge,14,879
subterranean,subterranean,14,880
tensile,tensile,14,881
tidal,tidal,14,882
tough,tough,14,883
turret,turret,14,884
unknown,unknown,14,885
varied,varied,14,886
various locations,various locations,14,887
versatile,versatile,14,888
17th,17th,13,889
7th,7th,13,890
abstract,abstract,13,891
advertorial,advertorial,13,892
advertorial segments,advertorial segments,13,893
alien,alien,13,894
ambidextrous,ambidextrous,13,895
analytical,analytical,13,896
blow,blow,13,897
byte,byte,13,898
coloured,coloured,13,899
concurrent,concurrent,13,900
convertible,convertible,13,901
cyclic,cyclic,13,902
defective,defective,13,903
defect,defects,13,904
electrolyte,electrolyte,13,905
elementary,elementary,13,906
esata,esata,13,907
everyday,everyday,13,908
frozen,frozen,13,909
galvanized,galvanized,13,910
giant,giant,13,911
grand,grand,13,912
gross,gross,13,913
indirect,indirect,13,914
inductive,inductive,13,915
inland,inland,13,916
intra,intra,13,917
intricate,intricate,13,918
intrinsic,intrinsic,13,919
investigative,investigative,13,920
later models,later models,13,921
light talk,light talk,13,922
linguistic,linguistic,13,923
long life,long life,13,924
many types,many types,13,925
military use,military use,13,926
motorized,motorized,13,927
navigable,navigable,13,928
neural,neural,13,929
northwestern,northwestern,13,930
offline,offline,13,931
original features,original features,13,932
other metals,other metals,13,933
oversized,oversized,13,934
photovoltaic,photovoltaic,13,935
pressurized,pressurized,13,936
previous versions,previous versions,13,937
prime,prime,13,938
quantum,quantum,13,939
receiver,receiver,13,940
regular service,regular service,13,941
robotic,robotic,13,942
rotational,rotational,13,943
several lecture rooms,several lecture rooms,13,944
shell,shell,13,945
short circuits,short circuits,13,946
slight,slight,13,947
some original features,some original features,13,948
standardized,standardized,13,949
stealth,stealth,13,950
susceptible,susceptible,13,951
sweet,sweet,13,952
synthetic materials,synthetic materials,13,953
toxic,toxic,13,954
twentieth,twentieth,13,955
unbalanced,unbalanced,13,956
uni,uni,13,957
unused,unused,13,958
upright,upright,13,959
volatile,volatile,13,960
wooden benches,wooden benches,13,961
4th,4th,12,962
above,above,12,963
adequate,adequate,12,964
another new feature,another new feature,12,965
atmospheric pressure,atmospheric pressure,12,966
bidirectional,bidirectional,12,967
biodegradable,biodegradable,12,968
casual,casual,12,969
centralized,centralized,12,970
chief,chief,12,971
combo,combo,12,972
computational,computational,12,973
cooperative,cooperative,12,974
cosmic,cosmic,12,975
counter,counter,12,976
diagonal,diagonal,12,977
different materials,different materials,12,978
different parts,different parts,12,979
digital audio,digital audio,12,980
downstream,downstream,12,981
earlier models,earlier models,12,982
easy access,easy access,12,983
empty,empty,12,984
eventual,eventual,12,985
executive,executive,12,986
exotic,exotic,12,987
fake,fake,12,988
faulty,faulty,12,989
female connectors,female connectors,12,990
flex,flex,12,991
flush,flush,12,992
frontal,frontal,12,993
geographic features,geographic features,12,994
grammatical,grammatical,12,995
igneous,igneous,12,996
ineffective,ineffective,12,997
insulated,insulated,12,998
integrated circuits,integrated circuits,12,999
island,island,12,1000
israeli,israeli,12,1001
large pieces,large pieces,12,1002
live music,live music,12,1003
luxurious,luxurious,12,1004
many other features,many other features,12,1005
marginal,marginal,12,1006
matic,matic,12,1007
mature,mature,12,1008
mechanical means,mechanical means,12,1009
mobile devices,mobile devices,12,1010
natural features,natural features,12,1011
nervous,nervous,12,1012
not need,not need,12,1013
operational amplifiers,operational amplifiers,12,1014
original cast iron columns,original cast iron columns,12,1015
other forms,other forms,12,1016
outgoing,outgoing,12,1017
powdered,powdered,12,1018
public spaces,public spaces,12,1019
public transport,public transport,12,1020
purple,purple,12,1021
remote control,remote control,12,1022
responsive,responsive,12,1023
riveted,riveted,12,1024
roll,roll,12,1025
set,set,12,1026
specified,specified,12,1027
spiral,spiral,12,1028
tactical lights,tactical lights,12,1029
trim,trim,12,1030
tuned,tuned,12,1031
unavailable,unavailable,12,1032
uncrewed,uncrewed,12,1033
watershed,watershed,12,1034
wealthy,wealthy,12,1035
16th,16th,11,1036
8th,8th,11,1037
acceptable,acceptable,11,1038
additional safety features,additional safety features,11,1039
analogous,analogous,11,1040
andalusian,andalusian,11,1041
arc,arc,11,1042
backward compatibility,backward compatibility,11,1043
careful,careful,11,1044
coherent,coherent,11,1045
contact,contact,11,1046
damaged,damaged,11,1047
danish,danish,11,1048
die,die,11,1049
dual airbags,dual airbags,11,1050
egyptian,egyptian,11,1051
electromagnetic interference,electromagnetic interference,11,1052
enlarged,enlarged,11,1053
evil,evil,11,1054
extant,extant,11,1055
extruded,extruded,11,1056
fictional,fictional,11,1057
gate,gate,11,1058
genuine,genuine,11,1059
hardened,hardened,11,1060
hardwood,hardwood,11,1061
harmful,harmful,11,1062
harmonic,harmonic,11,1063
incendiary,incendiary,11,1064
inclined,inclined,11,1065
incremental,incremental,11,1066
indonesian,indonesian,11,1067
intermodal,intermodal,11,1068
islamic,islamic,11,1069
large volumes,large volumes,11,1070
long cables,long cables,11,1071
long range,long range,11,1072
many connections,many connections,11,1073
many idc connections,many idc connections,11,1074
martial,martial,11,1075
mathematical,mathematical,11,1076
memorial,memorial,11,1077
most cases,most cases,11,1078
most other manufacturers,most other manufacturers,11,1079
multi-contact idc connectors,multi-contact idc connectors,11,1080
multicore,multicore,11,1081
next train information displays,next train information displays,11,1082
no power,no power,11,1083
noble,noble,11,1084
not offer,not offer,11,1085
not usually,not usually,11,1086
oceanic,oceanic,11,1087
other manufacturers,other manufacturers,11,1088
other railroads,other railroads,11,1089
pass,pass,11,1090
pixel,pixel,11,1091
planetary,planetary,11,1092
preferred,preferred,11,1093
provincial,provincial,11,1094
purpose,purpose,11,1095
rear drum brakes,rear drum brakes,11,1096
regional rail,regional rail,11,1097
ripple,ripple,11,1098
roasted,roasted,11,1099
senior,senior,11,1100
short time,short time,11,1101
small amounts,small amounts,11,1102
smoothbore,smoothbore,11,1103
standalone,standalone,11,1104
structured,structured,11,1105
thermocouple,thermocouple,11,1106
tiny,tiny,11,1107
tired,tired,11,1108
too much,too much,11,1109
umbilical,umbilical,11,1110
unauthorized access,unauthorized access,11,1111
unfinished,unfinished,11,1112
unsuitable,unsuitable,11,1113
upscale,upscale,11,1114
voluntary,voluntary,11,1115
war,war,11,1116
write,write,11,1117
17 later alternators,17 later alternators,10,1118
1st,1st,10,1119
alluvial,alluvial,10,1120
approximate,approximate,10,1121
arc lighting,arc lighting,10,1122
audible,audible,10,1123
automated,automated,10,1124
belgian,belgian,10,1125
bicable,bicable,10,1126
bipolar transistors,bipolar transistors,10,1127
bootable,bootable,10,1128
borosilicate glass,borosilicate glass,10,1129
breathable,breathable,10,1130
catchment,catchment,10,1131
click,click,10,1132
collinear,collinear,10,1133
combatant,combatant,10,1134
commonplace,commonplace,10,1135
composite materials,composite materials,10,1136
conscious,conscious,10,1137
coral,coral,10,1138
crumple,crumple,10,1139
cryogenic,cryogenic,10,1140
crystalline,crystalline,10,1141
diagnostic,diagnostic,10,1142
different countries,different countries,10,1143
different metals,different metals,10,1144
different rates,different rates,10,1145
direct access,direct access,10,1146
double-precision fp,double-precision fp,10,1147
dual carriageways,dual carriageways,10,1148
economical,economical,10,1149
evident,evident,10,1150
excellent q factors,excellent q factors,10,1151
executable,executable,10,1152
experienced,experienced,10,1153
extreme protection,extreme protection,10,1154
familiar,familiar,10,1155
fellow,fellow,10,1156
foldable,foldable,10,1157
fried,fried,10,1158
harsh winter,harsh winter,10,1159
high efficiency,high efficiency,10,1160
high stability,high stability,10,1161
higher frequencies,higher frequencies,10,1162
impractical,impractical,10,1163
incorrect,incorrect,10,1164
insufficient,insufficient,10,1165
intense,intense,10,1166
kevlar,kevlar,10,1167
large fan,large fan,10,1168
large parts,large parts,10,1169
larger aircraft,larger aircraft,10,1170
later revisions,later revisions,10,1171
leading,leading,10,1172
light pens,light pens,10,1173
light weight,light weight,10,1174
loaded,loaded,10,1175
long distances,long distances,10,1176
magical,magical,10,1177
magnetic flux levels,magnetic flux levels,10,1178
mainstream,mainstream,10,1179
maneuverable,maneuverable,10,1180
many materials,many materials,10,1181
